Cod Cliente,cluster,cluster_agrupado
1209182,4,Queso gauda + básicos
1209183,4,Queso gauda + básicos
1209184,10,Sin un comportamiento claro
1209185,4,Queso gauda + básicos
1209188,9,Mortadelas + básicos
1209191,5,Salame chico / comida rápida
1209192,3,Queso gauda + básicos
1209193,9,Mortadelas + básicos
1209197,9,Mortadelas + básicos
1209198,5,Salame chico / comida rápida
1209200,1,Salame laminado + básicos
1209201,7,Fiambrería tradicional surtida
1209206,3,Queso gauda + básicos
1209207,11,Básica vienesa-paté
1209208,8,Charcutería colonial/salchichón
1209209,9,Mortadelas + básicos
1209211,6,Charcutería colonial/salchichón
1209212,6,Charcutería colonial/salchichón
1209213,11,Básica vienesa-paté
1209218,12,Básica vienesa-paté
1209221,5,Salame chico / comida rápida
1209222,9,Mortadelas + básicos
1209224,12,Básica vienesa-paté
1209230,12,Básica vienesa-paté
1209231,3,Queso gauda + básicos
1209234,5,Salame chico / comida rápida
1209236,10,Sin un comportamiento claro
1209238,8,Charcutería colonial/salchichón
1209242,10,Sin un comportamiento claro
1209244,13,Formato chico paté-salame-lácteos
1209247,13,Formato chico paté-salame-lácteos
1209251,3,Queso gauda + básicos
1209252,4,Queso gauda + básicos
1209253,4,Queso gauda + básicos
1209255,10,Sin un comportamiento claro
1209258,13,Formato chico paté-salame-lácteos
1209259,9,Mortadelas + básicos
1209264,7,Fiambrería tradicional surtida
1209271,4,Queso gauda + básicos
1209274,1,Salame laminado + básicos
1209275,3,Queso gauda + básicos
1209277,10,Sin un comportamiento claro
1209288,4,Queso gauda + básicos
1209290,1,Salame laminado + básicos
1209295,4,Queso gauda + básicos
1209296,2,Mortadelas + básicos
1209298,6,Charcutería colonial/salchichón
1209302,3,Queso gauda + básicos
1209310,8,Charcutería colonial/salchichón
1209311,11,Básica vienesa-paté
1209314,8,Charcutería colonial/salchichón
1209317,1,Salame laminado + básicos
1209318,10,Sin un comportamiento claro
1209319,9,Mortadelas + básicos
1209320,4,Queso gauda + básicos
1209321,4,Queso gauda + básicos
1209322,10,Sin un comportamiento claro
1209323,3,Queso gauda + básicos
1209332,13,Formato chico paté-salame-lácteos
1209333,11,Básica vienesa-paté
1209335,1,Salame laminado + básicos
1209338,10,Sin un comportamiento claro
1209347,2,Mortadelas + básicos
1209348,8,Charcutería colonial/salchichón
1209351,8,Charcutería colonial/salchichón
1209358,3,Queso gauda + básicos
1209363,4,Queso gauda + básicos
1209376,4,Queso gauda + básicos
1209380,12,Básica vienesa-paté
1209381,1,Salame laminado + básicos
1209382,10,Sin un comportamiento claro
1209384,5,Salame chico / comida rápida
1209389,8,Charcutería colonial/salchichón
1209392,3,Queso gauda + básicos
1209393,1,Salame laminado + básicos
1209395,10,Sin un comportamiento claro
1209396,1,Salame laminado + básicos
1209399,11,Básica vienesa-paté
1209404,2,Mortadelas + básicos
1209405,8,Charcutería colonial/salchichón
1209406,11,Básica vienesa-paté
1209407,7,Fiambrería tradicional surtida
1209408,10,Sin un comportamiento claro
1209414,4,Queso gauda + básicos
1209418,11,Básica vienesa-paté
1209423,2,Mortadelas + básicos
1209424,3,Queso gauda + básicos
1209425,9,Mortadelas + básicos
1209426,7,Fiambrería tradicional surtida
1209427,10,Sin un comportamiento claro
1209434,6,Charcutería colonial/salchichón
1209435,4,Queso gauda + básicos
1209438,3,Queso gauda + básicos
1209444,8,Charcutería colonial/salchichón
1209445,12,Básica vienesa-paté
1209451,8,Charcutería colonial/salchichón
1209453,2,Mortadelas + básicos
1209454,4,Queso gauda + básicos
1209455,9,Mortadelas + básicos
1209456,11,Básica vienesa-paté
1209458,8,Charcutería colonial/salchichón
1209459,9,Mortadelas + básicos
1209460,9,Mortadelas + básicos
1209464,3,Queso gauda + básicos
1209468,11,Básica vienesa-paté
1209472,11,Básica vienesa-paté
1209473,6,Charcutería colonial/salchichón
1209477,6,Charcutería colonial/salchichón
1209478,11,Básica vienesa-paté
1209479,12,Básica vienesa-paté
1209480,11,Básica vienesa-paté
1209484,3,Queso gauda + básicos
1209485,11,Básica vienesa-paté
1209486,12,Básica vienesa-paté
1209488,13,Formato chico paté-salame-lácteos
1209490,11,Básica vienesa-paté
1209492,5,Salame chico / comida rápida
1209494,8,Charcutería colonial/salchichón
1209496,4,Queso gauda + básicos
1209504,2,Mortadelas + básicos
1209505,9,Mortadelas + básicos
1209506,13,Formato chico paté-salame-lácteos
1209507,2,Mortadelas + básicos
1209508,13,Formato chico paté-salame-lácteos
1209510,7,Fiambrería tradicional surtida
1209512,7,Fiambrería tradicional surtida
1209518,8,Charcutería colonial/salchichón
1209519,12,Básica vienesa-paté
1209526,10,Sin un comportamiento claro
1209532,5,Salame chico / comida rápida
1209534,7,Fiambrería tradicional surtida
1209546,4,Queso gauda + básicos
1209547,9,Mortadelas + básicos
1209549,1,Salame laminado + básicos
1209550,11,Básica vienesa-paté
1209554,11,Básica vienesa-paté
1209555,13,Formato chico paté-salame-lácteos
1209557,10,Sin un comportamiento claro
1209558,11,Básica vienesa-paté
1209559,7,Fiambrería tradicional surtida
1209560,11,Básica vienesa-paté
1209566,4,Queso gauda + básicos
1209567,4,Queso gauda + básicos
1209570,11,Básica vienesa-paté
1209573,10,Sin un comportamiento claro
1209580,4,Queso gauda + básicos
1209581,3,Queso gauda + básicos
1209592,6,Charcutería colonial/salchichón
1209593,13,Formato chico paté-salame-lácteos
1209595,2,Mortadelas + básicos
1209596,6,Charcutería colonial/salchichón
1209597,8,Charcutería colonial/salchichón
1209599,4,Queso gauda + básicos
1209600,13,Formato chico paté-salame-lácteos
1209602,12,Básica vienesa-paté
1209608,9,Mortadelas + básicos
1209611,4,Queso gauda + básicos
1209615,1,Salame laminado + básicos
1209617,11,Básica vienesa-paté
1209622,4,Queso gauda + básicos
1209624,3,Queso gauda + básicos
1209625,8,Charcutería colonial/salchichón
1209627,4,Queso gauda + básicos
1209631,4,Queso gauda + básicos
1209636,3,Queso gauda + básicos
1209638,2,Mortadelas + básicos
1209641,12,Básica vienesa-paté
1209647,10,Sin un comportamiento claro
1209650,11,Básica vienesa-paté
1209651,4,Queso gauda + básicos
1209661,7,Fiambrería tradicional surtida
1209662,3,Queso gauda + básicos
1209664,3,Queso gauda + básicos
1209672,4,Queso gauda + básicos
1209680,12,Básica vienesa-paté
1209682,11,Básica vienesa-paté
1209683,10,Sin un comportamiento claro
1209685,10,Sin un comportamiento claro
1209688,5,Salame chico / comida rápida
1209689,9,Mortadelas + básicos
1209691,1,Salame laminado + básicos
1209693,10,Sin un comportamiento claro
1209696,3,Queso gauda + básicos
1209698,6,Charcutería colonial/salchichón
1209702,8,Charcutería colonial/salchichón
1209703,1,Salame laminado + básicos
1209705,4,Queso gauda + básicos
1209706,12,Básica vienesa-paté
1209711,8,Charcutería colonial/salchichón
1209715,12,Básica vienesa-paté
1209719,12,Básica vienesa-paté
1209720,7,Fiambrería tradicional surtida
1209731,11,Básica vienesa-paté
1209735,8,Charcutería colonial/salchichón
1209736,10,Sin un comportamiento claro
1209737,3,Queso gauda + básicos
1209746,9,Mortadelas + básicos
1209754,13,Formato chico paté-salame-lácteos
1209757,6,Charcutería colonial/salchichón
1209760,1,Salame laminado + básicos
1209765,12,Básica vienesa-paté
1209769,4,Queso gauda + básicos
1209770,6,Charcutería colonial/salchichón
1209775,10,Sin un comportamiento claro
1209777,1,Salame laminado + básicos
1209778,11,Básica vienesa-paté
1209784,10,Sin un comportamiento claro
1209786,1,Salame laminado + básicos
1209794,11,Básica vienesa-paté
1209796,3,Queso gauda + básicos
1209797,8,Charcutería colonial/salchichón
1209800,10,Sin un comportamiento claro
1209801,6,Charcutería colonial/salchichón
1209809,3,Queso gauda + básicos
1209814,1,Salame laminado + básicos
1209818,12,Básica vienesa-paté
1209819,12,Básica vienesa-paté
1209821,12,Básica vienesa-paté
1209827,1,Salame laminado + básicos
1209829,4,Queso gauda + básicos
1209831,10,Sin un comportamiento claro
1209836,8,Charcutería colonial/salchichón
1209837,4,Queso gauda + básicos
1209840,12,Básica vienesa-paté
1209847,8,Charcutería colonial/salchichón
1209853,6,Charcutería colonial/salchichón
1209856,13,Formato chico paté-salame-lácteos
1209861,7,Fiambrería tradicional surtida
1209863,4,Queso gauda + básicos
1209864,3,Queso gauda + básicos
1209870,9,Mortadelas + básicos
1209872,5,Salame chico / comida rápida
1209877,7,Fiambrería tradicional surtida
1209878,5,Salame chico / comida rápida
1209881,10,Sin un comportamiento claro
1209885,7,Fiambrería tradicional surtida
1209886,7,Fiambrería tradicional surtida
1209891,4,Queso gauda + básicos
1209893,5,Salame chico / comida rápida
1209900,11,Básica vienesa-paté
1209901,10,Sin un comportamiento claro
1209903,11,Básica vienesa-paté
1209906,13,Formato chico paté-salame-lácteos
1209907,4,Queso gauda + básicos
1209909,8,Charcutería colonial/salchichón
1209915,3,Queso gauda + básicos
1209917,5,Salame chico / comida rápida
1209918,13,Formato chico paté-salame-lácteos
1209920,7,Fiambrería tradicional surtida
1209922,12,Básica vienesa-paté
1209927,3,Queso gauda + básicos
1209929,1,Salame laminado + básicos
1209931,6,Charcutería colonial/salchichón
1209943,6,Charcutería colonial/salchichón
1209944,2,Mortadelas + básicos
1209945,4,Queso gauda + básicos
1209947,3,Queso gauda + básicos
1209950,12,Básica vienesa-paté
1209952,12,Básica vienesa-paté
1209954,12,Básica vienesa-paté
1209956,5,Salame chico / comida rápida
1209959,7,Fiambrería tradicional surtida
1209961,2,Mortadelas + básicos
1209965,4,Queso gauda + básicos
1209969,2,Mortadelas + básicos
1209973,3,Queso gauda + básicos
1209986,9,Mortadelas + básicos
1209987,3,Queso gauda + básicos
1209988,5,Salame chico / comida rápida
1209996,10,Sin un comportamiento claro
1209997,7,Fiambrería tradicional surtida
1209998,5,Salame chico / comida rápida
1210005,6,Charcutería colonial/salchichón
1210006,10,Sin un comportamiento claro
1210007,10,Sin un comportamiento claro
1210011,11,Básica vienesa-paté
1210017,11,Básica vienesa-paté
1210022,3,Queso gauda + básicos
1210025,12,Básica vienesa-paté
1210027,10,Sin un comportamiento claro
1210031,8,Charcutería colonial/salchichón
1210032,4,Queso gauda + básicos
1210034,8,Charcutería colonial/salchichón
1210037,8,Charcutería colonial/salchichón
1210041,13,Formato chico paté-salame-lácteos
1210074,13,Formato chico paté-salame-lácteos
1210104,5,Salame chico / comida rápida
1210113,11,Básica vienesa-paté
1210114,6,Charcutería colonial/salchichón
1210115,4,Queso gauda + básicos
1210116,5,Salame chico / comida rápida
1210118,4,Queso gauda + básicos
1210120,13,Formato chico paté-salame-lácteos
1210122,9,Mortadelas + básicos
1210123,11,Básica vienesa-paté
1210125,6,Charcutería colonial/salchichón
1210133,4,Queso gauda + básicos
1210134,12,Básica vienesa-paté
1210137,8,Charcutería colonial/salchichón
1210138,4,Queso gauda + básicos
1210144,8,Charcutería colonial/salchichón
1210145,6,Charcutería colonial/salchichón
1210146,13,Formato chico paté-salame-lácteos
1210148,13,Formato chico paté-salame-lácteos
1210149,6,Charcutería colonial/salchichón
1210156,4,Queso gauda + básicos
1210162,7,Fiambrería tradicional surtida
1210165,6,Charcutería colonial/salchichón
1210170,12,Básica vienesa-paté
1210171,4,Queso gauda + básicos
1210172,12,Básica vienesa-paté
1210174,4,Queso gauda + básicos
1210176,7,Fiambrería tradicional surtida
1210178,6,Charcutería colonial/salchichón
1210182,7,Fiambrería tradicional surtida
1210184,10,Sin un comportamiento claro
1210185,8,Charcutería colonial/salchichón
1210188,10,Sin un comportamiento claro
1210191,1,Salame laminado + básicos
1210193,8,Charcutería colonial/salchichón
1210197,8,Charcutería colonial/salchichón
1210201,12,Básica vienesa-paté
1210204,7,Fiambrería tradicional surtida
1210207,9,Mortadelas + básicos
1210215,9,Mortadelas + básicos
1210218,6,Charcutería colonial/salchichón
1210222,12,Básica vienesa-paté
1210225,6,Charcutería colonial/salchichón
1210226,4,Queso gauda + básicos
1210228,4,Queso gauda + básicos
1210231,8,Charcutería colonial/salchichón
1210236,1,Salame laminado + básicos
1210237,11,Básica vienesa-paté
1210239,8,Charcutería colonial/salchichón
1210243,9,Mortadelas + básicos
1210244,3,Queso gauda + básicos
1210245,10,Sin un comportamiento claro
1210246,9,Mortadelas + básicos
1210252,6,Charcutería colonial/salchichón
1210258,10,Sin un comportamiento claro
1210265,7,Fiambrería tradicional surtida
1210267,13,Formato chico paté-salame-lácteos
1210268,2,Mortadelas + básicos
1210270,6,Charcutería colonial/salchichón
1210272,4,Queso gauda + básicos
1210273,6,Charcutería colonial/salchichón
1210279,5,Salame chico / comida rápida
1210281,1,Salame laminado + básicos
1210286,9,Mortadelas + básicos
1210288,3,Queso gauda + básicos
1210294,10,Sin un comportamiento claro
1210296,6,Charcutería colonial/salchichón
1210297,6,Charcutería colonial/salchichón
1210298,10,Sin un comportamiento claro
1210299,7,Fiambrería tradicional surtida
1210300,8,Charcutería colonial/salchichón
1210301,1,Salame laminado + básicos
1210309,5,Salame chico / comida rápida
1210311,2,Mortadelas + básicos
1210312,2,Mortadelas + básicos
1210313,12,Básica vienesa-paté
1210314,12,Básica vienesa-paté
1210315,3,Queso gauda + básicos
1210317,7,Fiambrería tradicional surtida
1210319,2,Mortadelas + básicos
1210322,3,Queso gauda + básicos
1210324,6,Charcutería colonial/salchichón
1210327,9,Mortadelas + básicos
1210328,7,Fiambrería tradicional surtida
1210330,10,Sin un comportamiento claro
1210332,12,Básica vienesa-paté
1210333,6,Charcutería colonial/salchichón
1210334,6,Charcutería colonial/salchichón
1210335,12,Básica vienesa-paté
1210337,6,Charcutería colonial/salchichón
1210345,11,Básica vienesa-paté
1210346,4,Queso gauda + básicos
1210348,13,Formato chico paté-salame-lácteos
1210350,1,Salame laminado + básicos
1210354,9,Mortadelas + básicos
1210356,4,Queso gauda + básicos
1210360,5,Salame chico / comida rápida
1210376,13,Formato chico paté-salame-lácteos
1210377,13,Formato chico paté-salame-lácteos
1210378,3,Queso gauda + básicos
1210379,13,Formato chico paté-salame-lácteos
1210380,10,Sin un comportamiento claro
1210386,4,Queso gauda + básicos
1210388,6,Charcutería colonial/salchichón
1210389,6,Charcutería colonial/salchichón
1210393,9,Mortadelas + básicos
1210396,11,Básica vienesa-paté
1210397,5,Salame chico / comida rápida
1210399,12,Básica vienesa-paté
1210405,13,Formato chico paté-salame-lácteos
1210408,6,Charcutería colonial/salchichón
1210411,4,Queso gauda + básicos
1210414,7,Fiambrería tradicional surtida
1210423,8,Charcutería colonial/salchichón
1210424,13,Formato chico paté-salame-lácteos
1210428,12,Básica vienesa-paté
1210429,2,Mortadelas + básicos
1210433,12,Básica vienesa-paté
1210434,10,Sin un comportamiento claro
1210438,10,Sin un comportamiento claro
1210439,3,Queso gauda + básicos
1210447,8,Charcutería colonial/salchichón
1210449,12,Básica vienesa-paté
1210457,8,Charcutería colonial/salchichón
1210465,1,Salame laminado + básicos
1210467,11,Básica vienesa-paté
1210468,2,Mortadelas + básicos
1210471,8,Charcutería colonial/salchichón
1210472,6,Charcutería colonial/salchichón
1210474,3,Queso gauda + básicos
1210475,3,Queso gauda + básicos
1210480,3,Queso gauda + básicos
1210481,1,Salame laminado + básicos
1210482,4,Queso gauda + básicos
1210484,3,Queso gauda + básicos
1210496,2,Mortadelas + básicos
1210497,5,Salame chico / comida rápida
1210500,13,Formato chico paté-salame-lácteos
1210501,6,Charcutería colonial/salchichón
1210506,11,Básica vienesa-paté
1210510,3,Queso gauda + básicos
1210512,10,Sin un comportamiento claro
1210514,1,Salame laminado + básicos
1210520,10,Sin un comportamiento claro
1210523,13,Formato chico paté-salame-lácteos
1210529,7,Fiambrería tradicional surtida
1210534,12,Básica vienesa-paté
1210536,8,Charcutería colonial/salchichón
1210538,10,Sin un comportamiento claro
1210541,9,Mortadelas + básicos
1210542,11,Básica vienesa-paté
1210544,3,Queso gauda + básicos
1210545,10,Sin un comportamiento claro
1210550,2,Mortadelas + básicos
1210551,11,Básica vienesa-paté
1210553,3,Queso gauda + básicos
1210554,5,Salame chico / comida rápida
1210557,10,Sin un comportamiento claro
1210561,4,Queso gauda + básicos
1210569,4,Queso gauda + básicos
1210570,4,Queso gauda + básicos
1210571,2,Mortadelas + básicos
1210573,4,Queso gauda + básicos
1210576,7,Fiambrería tradicional surtida
1210587,13,Formato chico paté-salame-lácteos
1210591,3,Queso gauda + básicos
1210593,11,Básica vienesa-paté
1210597,3,Queso gauda + básicos
1210598,6,Charcutería colonial/salchichón
1210599,12,Básica vienesa-paté
1210602,7,Fiambrería tradicional surtida
1210608,10,Sin un comportamiento claro
1210619,3,Queso gauda + básicos
1210620,11,Básica vienesa-paté
1210623,9,Mortadelas + básicos
1210625,6,Charcutería colonial/salchichón
1210628,3,Queso gauda + básicos
1210631,8,Charcutería colonial/salchichón
1210634,1,Salame laminado + básicos
1210642,6,Charcutería colonial/salchichón
1210643,3,Queso gauda + básicos
1210644,4,Queso gauda + básicos
1210649,13,Formato chico paté-salame-lácteos
1210650,6,Charcutería colonial/salchichón
1210652,3,Queso gauda + básicos
1210655,10,Sin un comportamiento claro
1210657,10,Sin un comportamiento claro
1210658,10,Sin un comportamiento claro
1210659,12,Básica vienesa-paté
1210664,3,Queso gauda + básicos
1210671,7,Fiambrería tradicional surtida
1210676,4,Queso gauda + básicos
1210682,3,Queso gauda + básicos
1210685,5,Salame chico / comida rápida
1210689,4,Queso gauda + básicos
1210690,1,Salame laminado + básicos
1210697,10,Sin un comportamiento claro
1210698,12,Básica vienesa-paté
1210700,13,Formato chico paté-salame-lácteos
1210703,8,Charcutería colonial/salchichón
1210711,3,Queso gauda + básicos
1210712,9,Mortadelas + básicos
1210713,4,Queso gauda + básicos
1210723,4,Queso gauda + básicos
1210726,7,Fiambrería tradicional surtida
1210727,11,Básica vienesa-paté
1210728,11,Básica vienesa-paté
1210729,10,Sin un comportamiento claro
1210740,13,Formato chico paté-salame-lácteos
1210742,12,Básica vienesa-paté
1210744,1,Salame laminado + básicos
1210747,6,Charcutería colonial/salchichón
1210753,9,Mortadelas + básicos
1210755,8,Charcutería colonial/salchichón
1210758,9,Mortadelas + básicos
1210759,6,Charcutería colonial/salchichón
1210764,12,Básica vienesa-paté
1210772,13,Formato chico paté-salame-lácteos
1210785,8,Charcutería colonial/salchichón
1210786,3,Queso gauda + básicos
1210788,1,Salame laminado + básicos
1210793,7,Fiambrería tradicional surtida
1210796,4,Queso gauda + básicos
1210801,3,Queso gauda + básicos
1210802,4,Queso gauda + básicos
1210804,10,Sin un comportamiento claro
1210807,12,Básica vienesa-paté
1210808,11,Básica vienesa-paté
1210809,6,Charcutería colonial/salchichón
1210811,1,Salame laminado + básicos
1210813,7,Fiambrería tradicional surtida
1210814,11,Básica vienesa-paté
1210815,9,Mortadelas + básicos
1210818,13,Formato chico paté-salame-lácteos
1210819,11,Básica vienesa-paté
1210821,4,Queso gauda + básicos
1210823,3,Queso gauda + básicos
1210828,4,Queso gauda + básicos
1210829,10,Sin un comportamiento claro
1210831,7,Fiambrería tradicional surtida
1210832,8,Charcutería colonial/salchichón
1210835,10,Sin un comportamiento claro
1210836,5,Salame chico / comida rápida
1210839,8,Charcutería colonial/salchichón
1210840,11,Básica vienesa-paté
1210843,12,Básica vienesa-paté
1210847,7,Fiambrería tradicional surtida
1210853,13,Formato chico paté-salame-lácteos
1210854,8,Charcutería colonial/salchichón
1210855,10,Sin un comportamiento claro
1210857,1,Salame laminado + básicos
1210860,8,Charcutería colonial/salchichón
1210862,1,Salame laminado + básicos
1210864,8,Charcutería colonial/salchichón
1210865,3,Queso gauda + básicos
1210867,5,Salame chico / comida rápida
1210868,9,Mortadelas + básicos
1210870,1,Salame laminado + básicos
1210872,6,Charcutería colonial/salchichón
1210873,10,Sin un comportamiento claro
1210874,5,Salame chico / comida rápida
1210875,4,Queso gauda + básicos
1210876,13,Formato chico paté-salame-lácteos
1210880,10,Sin un comportamiento claro
1210882,8,Charcutería colonial/salchichón
1210884,8,Charcutería colonial/salchichón
1210889,12,Básica vienesa-paté
1210899,3,Queso gauda + básicos
1210902,3,Queso gauda + básicos
1210904,7,Fiambrería tradicional surtida
1210907,1,Salame laminado + básicos
1210908,6,Charcutería colonial/salchichón
1210909,4,Queso gauda + básicos
1210913,4,Queso gauda + básicos
1210917,1,Salame laminado + básicos
1210920,10,Sin un comportamiento claro
1210921,3,Queso gauda + básicos
1210922,3,Queso gauda + básicos
1210923,11,Básica vienesa-paté
1210928,10,Sin un comportamiento claro
1210931,4,Queso gauda + básicos
1210935,3,Queso gauda + básicos
1210938,9,Mortadelas + básicos
1210941,7,Fiambrería tradicional surtida
1210945,6,Charcutería colonial/salchichón
1210958,7,Fiambrería tradicional surtida
1210961,2,Mortadelas + básicos
1210962,5,Salame chico / comida rápida
1210963,13,Formato chico paté-salame-lácteos
1210965,13,Formato chico paté-salame-lácteos
1210966,5,Salame chico / comida rápida
1210970,6,Charcutería colonial/salchichón
1210971,13,Formato chico paté-salame-lácteos
1210973,3,Queso gauda + básicos
1210974,12,Básica vienesa-paté
1210978,3,Queso gauda + básicos
1210980,3,Queso gauda + básicos
1210981,13,Formato chico paté-salame-lácteos
1210987,3,Queso gauda + básicos
1210988,13,Formato chico paté-salame-lácteos
1210994,3,Queso gauda + básicos
1210998,2,Mortadelas + básicos
1210999,9,Mortadelas + básicos
1211008,7,Fiambrería tradicional surtida
1211015,4,Queso gauda + básicos
1211017,13,Formato chico paté-salame-lácteos
1211024,8,Charcutería colonial/salchichón
1211025,3,Queso gauda + básicos
1211026,6,Charcutería colonial/salchichón
1211029,11,Básica vienesa-paté
1211033,13,Formato chico paté-salame-lácteos
1211039,11,Básica vienesa-paté
1211040,5,Salame chico / comida rápida
1211042,8,Charcutería colonial/salchichón
1211045,4,Queso gauda + básicos
1211048,10,Sin un comportamiento claro
1211049,11,Básica vienesa-paté
1211051,11,Básica vienesa-paté
1211052,10,Sin un comportamiento claro
1211054,3,Queso gauda + básicos
1211058,11,Básica vienesa-paté
1211065,4,Queso gauda + básicos
1211066,7,Fiambrería tradicional surtida
1211068,11,Básica vienesa-paté
1211070,4,Queso gauda + básicos
1211071,9,Mortadelas + básicos
1211073,4,Queso gauda + básicos
1211074,6,Charcutería colonial/salchichón
1211075,1,Salame laminado + básicos
1211076,11,Básica vienesa-paté
1211083,11,Básica vienesa-paté
1211089,4,Queso gauda + básicos
1211095,3,Queso gauda + básicos
1211096,6,Charcutería colonial/salchichón
1211097,4,Queso gauda + básicos
1211102,4,Queso gauda + básicos
1211112,2,Mortadelas + básicos
1211115,9,Mortadelas + básicos
1211117,10,Sin un comportamiento claro
1211119,4,Queso gauda + básicos
1211121,1,Salame laminado + básicos
1211123,4,Queso gauda + básicos
1211129,8,Charcutería colonial/salchichón
1211135,12,Básica vienesa-paté
1211136,6,Charcutería colonial/salchichón
1211139,3,Queso gauda + básicos
1211140,11,Básica vienesa-paté
1211141,6,Charcutería colonial/salchichón
1211142,5,Salame chico / comida rápida
1211158,7,Fiambrería tradicional surtida
1211161,7,Fiambrería tradicional surtida
1211162,1,Salame laminado + básicos
1211163,4,Queso gauda + básicos
1211164,8,Charcutería colonial/salchichón
1211165,3,Queso gauda + básicos
1211171,3,Queso gauda + básicos
1211177,10,Sin un comportamiento claro
1211193,2,Mortadelas + básicos
1211199,3,Queso gauda + básicos
1211200,5,Salame chico / comida rápida
1211203,4,Queso gauda + básicos
1211205,8,Charcutería colonial/salchichón
1211206,7,Fiambrería tradicional surtida
1211210,8,Charcutería colonial/salchichón
1211212,6,Charcutería colonial/salchichón
1211216,8,Charcutería colonial/salchichón
1211217,1,Salame laminado + básicos
1211224,4,Queso gauda + básicos
1211225,10,Sin un comportamiento claro
1211227,10,Sin un comportamiento claro
1211229,12,Básica vienesa-paté
1211231,3,Queso gauda + básicos
1211237,6,Charcutería colonial/salchichón
1211239,11,Básica vienesa-paté
1211241,13,Formato chico paté-salame-lácteos
1211242,5,Salame chico / comida rápida
1211243,2,Mortadelas + básicos
1211246,4,Queso gauda + básicos
1211250,2,Mortadelas + básicos
1211254,2,Mortadelas + básicos
1211255,1,Salame laminado + básicos
1211257,2,Mortadelas + básicos
1211259,7,Fiambrería tradicional surtida
1211262,13,Formato chico paté-salame-lácteos
1211269,3,Queso gauda + básicos
1211272,1,Salame laminado + básicos
1211273,11,Básica vienesa-paté
1211276,5,Salame chico / comida rápida
1211278,12,Básica vienesa-paté
1211279,9,Mortadelas + básicos
1211290,9,Mortadelas + básicos
1211292,13,Formato chico paté-salame-lácteos
1211298,10,Sin un comportamiento claro
1211300,10,Sin un comportamiento claro
1211302,4,Queso gauda + básicos
1211304,7,Fiambrería tradicional surtida
1211306,13,Formato chico paté-salame-lácteos
1211310,9,Mortadelas + básicos
1211315,10,Sin un comportamiento claro
1211317,10,Sin un comportamiento claro
1211318,3,Queso gauda + básicos
1211320,10,Sin un comportamiento claro
1211322,6,Charcutería colonial/salchichón
1211323,13,Formato chico paté-salame-lácteos
1211325,12,Básica vienesa-paté
1211328,13,Formato chico paté-salame-lácteos
1211339,8,Charcutería colonial/salchichón
1211340,7,Fiambrería tradicional surtida
1211341,5,Salame chico / comida rápida
1211342,13,Formato chico paté-salame-lácteos
1211343,3,Queso gauda + básicos
1211345,1,Salame laminado + básicos
1211349,12,Básica vienesa-paté
1211353,1,Salame laminado + básicos
1211356,10,Sin un comportamiento claro
1211358,4,Queso gauda + básicos
1211360,12,Básica vienesa-paté
1211361,6,Charcutería colonial/salchichón
1211363,12,Básica vienesa-paté
1211366,5,Salame chico / comida rápida
1211367,5,Salame chico / comida rápida
1211369,3,Queso gauda + básicos
1211370,9,Mortadelas + básicos
1211371,8,Charcutería colonial/salchichón
1211375,13,Formato chico paté-salame-lácteos
1211376,4,Queso gauda + básicos
1211383,9,Mortadelas + básicos
1211386,2,Mortadelas + básicos
1211389,3,Queso gauda + básicos
1211390,7,Fiambrería tradicional surtida
1211391,11,Básica vienesa-paté
1211394,8,Charcutería colonial/salchichón
1211395,3,Queso gauda + básicos
1211398,3,Queso gauda + básicos
1211401,5,Salame chico / comida rápida
1211402,7,Fiambrería tradicional surtida
1211406,11,Básica vienesa-paté
1211409,10,Sin un comportamiento claro
1211410,4,Queso gauda + básicos
1211416,12,Básica vienesa-paté
1211417,6,Charcutería colonial/salchichón
1211419,13,Formato chico paté-salame-lácteos
1211420,4,Queso gauda + básicos
1211426,8,Charcutería colonial/salchichón
1211429,10,Sin un comportamiento claro
1211434,9,Mortadelas + básicos
1211436,5,Salame chico / comida rápida
1211438,1,Salame laminado + básicos
1211441,6,Charcutería colonial/salchichón
1211442,3,Queso gauda + básicos
1211444,12,Básica vienesa-paté
1211445,1,Salame laminado + básicos
1211447,9,Mortadelas + básicos
1211449,6,Charcutería colonial/salchichón
1211455,6,Charcutería colonial/salchichón
1211461,1,Salame laminado + básicos
1211465,10,Sin un comportamiento claro
1211466,4,Queso gauda + básicos
1211467,5,Salame chico / comida rápida
1211468,4,Queso gauda + básicos
1211476,11,Básica vienesa-paté
1211477,13,Formato chico paté-salame-lácteos
1211481,6,Charcutería colonial/salchichón
1211483,2,Mortadelas + básicos
1211485,11,Básica vienesa-paté
1211491,8,Charcutería colonial/salchichón
1211496,1,Salame laminado + básicos
1211497,6,Charcutería colonial/salchichón
1211502,8,Charcutería colonial/salchichón
1211507,5,Salame chico / comida rápida
1211508,8,Charcutería colonial/salchichón
1211510,7,Fiambrería tradicional surtida
1211512,7,Fiambrería tradicional surtida
1211513,7,Fiambrería tradicional surtida
1211517,1,Salame laminado + básicos
1211522,5,Salame chico / comida rápida
1211524,2,Mortadelas + básicos
1211525,3,Queso gauda + básicos
1211529,13,Formato chico paté-salame-lácteos
1211531,13,Formato chico paté-salame-lácteos
1211534,9,Mortadelas + básicos
1211536,8,Charcutería colonial/salchichón
