Cod Cliente,cluster,cluster_agrupado
1199523,13,Formato chico paté-salame-lácteos
1199525,2,Mortadelas + básicos
1199530,3,Queso gauda + básicos
1199531,3,Queso gauda + básicos
1199536,2,Mortadelas + básicos
1199537,5,Salame chico / comida rápida
1199543,11,Básica vienesa-paté
1199547,7,Fiambrería tradicional surtida
1199548,10,Sin un comportamiento claro
1199569,12,Básica vienesa-paté
1199570,13,Formato chico paté-salame-lácteos
1199572,8,Charcutería colonial/salchichón
1199581,4,Queso gauda + básicos
1199583,9,Mortadelas + básicos
1199588,7,Fiambrería tradicional surtida
1199592,11,Básica vienesa-paté
1199596,4,Queso gauda + básicos
1199597,8,Charcutería colonial/salchichón
1199601,13,Formato chico paté-salame-lácteos
1199602,6,Charcutería colonial/salchichón
1199606,12,Básica vienesa-paté
1199608,4,Queso gauda + básicos
1199611,6,Charcutería colonial/salchichón
1199614,3,Queso gauda + básicos
1199619,5,Salame chico / comida rápida
1199620,4,Queso gauda + básicos
1199625,1,Salame laminado + básicos
1199628,3,Queso gauda + básicos
1199629,6,Charcutería colonial/salchichón
1199634,6,Charcutería colonial/salchichón
1199638,9,Mortadelas + básicos
1199639,12,Básica vienesa-paté
1199643,2,Mortadelas + básicos
1199644,2,Mortadelas + básicos
1199650,13,Formato chico paté-salame-lácteos
1199652,13,Formato chico paté-salame-lácteos
1199657,9,Mortadelas + básicos
1199660,3,Queso gauda + básicos
1199662,10,Sin un comportamiento claro
1199676,8,Charcutería colonial/salchichón
1199683,7,Fiambrería tradicional surtida
1199684,3,Queso gauda + básicos
1199685,6,Charcutería colonial/salchichón
1199686,3,Queso gauda + básicos
1199691,3,Queso gauda + básicos
1199701,1,Salame laminado + básicos
1199702,10,Sin un comportamiento claro
1199704,9,Mortadelas + básicos
1199706,3,Queso gauda + básicos
1199712,11,Básica vienesa-paté
1199716,10,Sin un comportamiento claro
1199726,6,Charcutería colonial/salchichón
1199729,2,Mortadelas + básicos
1199733,9,Mortadelas + básicos
1199747,7,Fiambrería tradicional surtida
1199748,7,Fiambrería tradicional surtida
1199751,9,Mortadelas + básicos
1199756,7,Fiambrería tradicional surtida
1199760,1,Salame laminado + básicos
1199763,4,Queso gauda + básicos
1199766,1,Salame laminado + básicos
1199770,7,Fiambrería tradicional surtida
1199774,1,Salame laminado + básicos
1199777,4,Queso gauda + básicos
1199778,6,Charcutería colonial/salchichón
1199779,10,Sin un comportamiento claro
1199787,1,Salame laminado + básicos
1199794,7,Fiambrería tradicional surtida
1199804,4,Queso gauda + básicos
1199806,4,Queso gauda + básicos
1199809,13,Formato chico paté-salame-lácteos
1199811,4,Queso gauda + básicos
1199815,12,Básica vienesa-paté
1199821,10,Sin un comportamiento claro
1199826,10,Sin un comportamiento claro
1199831,10,Sin un comportamiento claro
1199840,6,Charcutería colonial/salchichón
1199841,12,Básica vienesa-paté
1199842,12,Básica vienesa-paté
1199843,9,Mortadelas + básicos
1199844,12,Básica vienesa-paté
1199858,3,Queso gauda + básicos
1199861,6,Charcutería colonial/salchichón
1199863,8,Charcutería colonial/salchichón
1199871,12,Básica vienesa-paté
1199873,11,Básica vienesa-paté
1199874,7,Fiambrería tradicional surtida
1199880,2,Mortadelas + básicos
1199883,7,Fiambrería tradicional surtida
1199887,6,Charcutería colonial/salchichón
1199890,6,Charcutería colonial/salchichón
1199896,11,Básica vienesa-paté
1199897,3,Queso gauda + básicos
1199906,3,Queso gauda + básicos
1199917,2,Mortadelas + básicos
1199918,4,Queso gauda + básicos
1199923,2,Mortadelas + básicos
1199937,4,Queso gauda + básicos
1199942,3,Queso gauda + básicos
1199943,3,Queso gauda + básicos
1199946,13,Formato chico paté-salame-lácteos
1199947,9,Mortadelas + básicos
1199953,8,Charcutería colonial/salchichón
1199959,7,Fiambrería tradicional surtida
1199960,2,Mortadelas + básicos
1199961,3,Queso gauda + básicos
1199965,8,Charcutería colonial/salchichón
1199969,7,Fiambrería tradicional surtida
1199975,11,Básica vienesa-paté
1199977,1,Salame laminado + básicos
1199980,1,Salame laminado + básicos
1199982,1,Salame laminado + básicos
1199989,6,Charcutería colonial/salchichón
1199990,5,Salame chico / comida rápida
1199991,3,Queso gauda + básicos
1199993,8,Charcutería colonial/salchichón
1199996,8,Charcutería colonial/salchichón
1200000,8,Charcutería colonial/salchichón
1200002,7,Fiambrería tradicional surtida
1200003,12,Básica vienesa-paté
1200009,13,Formato chico paté-salame-lácteos
1200010,11,Básica vienesa-paté
1200018,3,Queso gauda + básicos
1200019,6,Charcutería colonial/salchichón
1200020,5,Salame chico / comida rápida
1200023,9,Mortadelas + básicos
1200026,5,Salame chico / comida rápida
1200033,6,Charcutería colonial/salchichón
1200035,5,Salame chico / comida rápida
1200036,7,Fiambrería tradicional surtida
1200041,2,Mortadelas + básicos
1200046,3,Queso gauda + básicos
1200047,5,Salame chico / comida rápida
1200048,9,Mortadelas + básicos
1200049,8,Charcutería colonial/salchichón
1200054,6,Charcutería colonial/salchichón
1200061,4,Queso gauda + básicos
1200063,9,Mortadelas + básicos
1200064,8,Charcutería colonial/salchichón
1200065,5,Salame chico / comida rápida
1200067,8,Charcutería colonial/salchichón
1200074,12,Básica vienesa-paté
1200077,2,Mortadelas + básicos
1200079,3,Queso gauda + básicos
1200080,2,Mortadelas + básicos
1200089,13,Formato chico paté-salame-lácteos
1200092,9,Mortadelas + básicos
1200093,9,Mortadelas + básicos
1200094,6,Charcutería colonial/salchichón
1200096,2,Mortadelas + básicos
1200097,2,Mortadelas + básicos
1200099,8,Charcutería colonial/salchichón
1200101,12,Básica vienesa-paté
1200102,5,Salame chico / comida rápida
1200103,9,Mortadelas + básicos
1200111,3,Queso gauda + básicos
1200112,7,Fiambrería tradicional surtida
1200123,6,Charcutería colonial/salchichón
1200124,10,Sin un comportamiento claro
1200133,7,Fiambrería tradicional surtida
1200134,3,Queso gauda + básicos
1200135,13,Formato chico paté-salame-lácteos
1200143,10,Sin un comportamiento claro
1200144,4,Queso gauda + básicos
1200153,11,Básica vienesa-paté
1200160,13,Formato chico paté-salame-lácteos
1200163,6,Charcutería colonial/salchichón
1200164,4,Queso gauda + básicos
1200168,1,Salame laminado + básicos
1200170,11,Básica vienesa-paté
1200172,3,Queso gauda + básicos
1200173,11,Básica vienesa-paté
1200174,2,Mortadelas + básicos
1200178,2,Mortadelas + básicos
1200183,6,Charcutería colonial/salchichón
1200184,11,Básica vienesa-paté
1200186,13,Formato chico paté-salame-lácteos
1200190,2,Mortadelas + básicos
1200192,5,Salame chico / comida rápida
1200201,3,Queso gauda + básicos
1200210,1,Salame laminado + básicos
1200223,7,Fiambrería tradicional surtida
1200229,4,Queso gauda + básicos
1200231,8,Charcutería colonial/salchichón
1200237,8,Charcutería colonial/salchichón
1200239,10,Sin un comportamiento claro
1200240,7,Fiambrería tradicional surtida
1200242,10,Sin un comportamiento claro
1200244,1,Salame laminado + básicos
1200252,4,Queso gauda + básicos
1200254,10,Sin un comportamiento claro
1200256,7,Fiambrería tradicional surtida
1200257,8,Charcutería colonial/salchichón
1200264,2,Mortadelas + básicos
1200268,13,Formato chico paté-salame-lácteos
1200269,11,Básica vienesa-paté
1200274,8,Charcutería colonial/salchichón
1200284,13,Formato chico paté-salame-lácteos
1200285,2,Mortadelas + básicos
1200292,9,Mortadelas + básicos
1200293,9,Mortadelas + básicos
1200299,3,Queso gauda + básicos
1200300,1,Salame laminado + básicos
1200301,8,Charcutería colonial/salchichón
1200311,2,Mortadelas + básicos
1200312,3,Queso gauda + básicos
1200313,6,Charcutería colonial/salchichón
1200315,10,Sin un comportamiento claro
1200324,13,Formato chico paté-salame-lácteos
1200334,4,Queso gauda + básicos
1200339,10,Sin un comportamiento claro
1200342,3,Queso gauda + básicos
1200347,4,Queso gauda + básicos
1200349,8,Charcutería colonial/salchichón
1200358,3,Queso gauda + básicos
1200364,10,Sin un comportamiento claro
1200368,11,Básica vienesa-paté
1200369,8,Charcutería colonial/salchichón
1200375,11,Básica vienesa-paté
1200376,10,Sin un comportamiento claro
1200378,11,Básica vienesa-paté
1200379,6,Charcutería colonial/salchichón
1200384,11,Básica vienesa-paté
1200389,3,Queso gauda + básicos
1200396,6,Charcutería colonial/salchichón
1200399,13,Formato chico paté-salame-lácteos
1200402,11,Básica vienesa-paté
1200408,4,Queso gauda + básicos
1200413,9,Mortadelas + básicos
1200416,11,Básica vienesa-paté
1200426,9,Mortadelas + básicos
1200439,13,Formato chico paté-salame-lácteos
1200450,5,Salame chico / comida rápida
1200452,8,Charcutería colonial/salchichón
1200455,7,Fiambrería tradicional surtida
1200460,6,Charcutería colonial/salchichón
1200463,6,Charcutería colonial/salchichón
1200465,6,Charcutería colonial/salchichón
1200468,10,Sin un comportamiento claro
1200469,1,Salame laminado + básicos
1200473,11,Básica vienesa-paté
1200478,9,Mortadelas + básicos
1200480,12,Básica vienesa-paté
1200482,10,Sin un comportamiento claro
1200484,3,Queso gauda + básicos
1200485,7,Fiambrería tradicional surtida
1200492,9,Mortadelas + básicos
1200504,8,Charcutería colonial/salchichón
1200507,5,Salame chico / comida rápida
1200510,6,Charcutería colonial/salchichón
1200518,10,Sin un comportamiento claro
1200520,1,Salame laminado + básicos
1200521,4,Queso gauda + básicos
1200527,5,Salame chico / comida rápida
1200528,7,Fiambrería tradicional surtida
1200529,11,Básica vienesa-paté
1200530,7,Fiambrería tradicional surtida
1200531,1,Salame laminado + básicos
1200532,13,Formato chico paté-salame-lácteos
1200539,2,Mortadelas + básicos
1200540,11,Básica vienesa-paté
1200543,4,Queso gauda + básicos
1200546,4,Queso gauda + básicos
1200551,8,Charcutería colonial/salchichón
1200554,6,Charcutería colonial/salchichón
1200556,9,Mortadelas + básicos
1200557,3,Queso gauda + básicos
1200560,4,Queso gauda + básicos
1200561,9,Mortadelas + básicos
1200564,9,Mortadelas + básicos
1200570,4,Queso gauda + básicos
1200581,4,Queso gauda + básicos
1200584,8,Charcutería colonial/salchichón
1200586,4,Queso gauda + básicos
1200591,9,Mortadelas + básicos
1200594,7,Fiambrería tradicional surtida
1200595,2,Mortadelas + básicos
1200596,6,Charcutería colonial/salchichón
1200598,13,Formato chico paté-salame-lácteos
1200600,5,Salame chico / comida rápida
1200603,3,Queso gauda + básicos
1200605,6,Charcutería colonial/salchichón
1200611,8,Charcutería colonial/salchichón
1200614,9,Mortadelas + básicos
1200624,5,Salame chico / comida rápida
1200627,1,Salame laminado + básicos
1200634,6,Charcutería colonial/salchichón
1200638,7,Fiambrería tradicional surtida
1200642,11,Básica vienesa-paté
1200644,10,Sin un comportamiento claro
1200659,3,Queso gauda + básicos
1200660,7,Fiambrería tradicional surtida
1200661,12,Básica vienesa-paté
1200671,3,Queso gauda + básicos
1200672,11,Básica vienesa-paté
1200675,4,Queso gauda + básicos
1200682,7,Fiambrería tradicional surtida
1200683,5,Salame chico / comida rápida
1200684,3,Queso gauda + básicos
1200687,1,Salame laminado + básicos
1200695,7,Fiambrería tradicional surtida
1200701,7,Fiambrería tradicional surtida
1200704,3,Queso gauda + básicos
1200710,11,Básica vienesa-paté
1200718,10,Sin un comportamiento claro
1200719,12,Básica vienesa-paté
1200728,11,Básica vienesa-paté
1200733,9,Mortadelas + básicos
1200766,13,Formato chico paté-salame-lácteos
1200772,5,Salame chico / comida rápida
1200773,5,Salame chico / comida rápida
1200780,11,Básica vienesa-paté
1200784,7,Fiambrería tradicional surtida
1200785,4,Queso gauda + básicos
1200791,8,Charcutería colonial/salchichón
1200792,8,Charcutería colonial/salchichón
1200802,9,Mortadelas + básicos
1200809,5,Salame chico / comida rápida
1200821,7,Fiambrería tradicional surtida
1200822,11,Básica vienesa-paté
1200825,6,Charcutería colonial/salchichón
1200827,2,Mortadelas + básicos
1200832,3,Queso gauda + básicos
1200840,2,Mortadelas + básicos
1200847,12,Básica vienesa-paté
1200848,12,Básica vienesa-paté
1200849,8,Charcutería colonial/salchichón
1200853,9,Mortadelas + básicos
1200855,6,Charcutería colonial/salchichón
1200859,2,Mortadelas + básicos
1200867,8,Charcutería colonial/salchichón
1200868,3,Queso gauda + básicos
1200870,1,Salame laminado + básicos
1200872,3,Queso gauda + básicos
1200877,7,Fiambrería tradicional surtida
1200878,13,Formato chico paté-salame-lácteos
1200881,9,Mortadelas + básicos
1200884,3,Queso gauda + básicos
1200886,8,Charcutería colonial/salchichón
1200896,11,Básica vienesa-paté
1200901,2,Mortadelas + básicos
1200902,10,Sin un comportamiento claro
1200914,9,Mortadelas + básicos
1200919,6,Charcutería colonial/salchichón
1200923,2,Mortadelas + básicos
1200937,2,Mortadelas + básicos
1200942,1,Salame laminado + básicos
1200943,4,Queso gauda + básicos
1200945,7,Fiambrería tradicional surtida
1200949,9,Mortadelas + básicos
1200950,13,Formato chico paté-salame-lácteos
1200953,6,Charcutería colonial/salchichón
1200955,13,Formato chico paté-salame-lácteos
1200958,6,Charcutería colonial/salchichón
1200961,5,Salame chico / comida rápida
1200964,3,Queso gauda + básicos
1200974,2,Mortadelas + básicos
1200976,2,Mortadelas + básicos
1200977,13,Formato chico paté-salame-lácteos
1200981,13,Formato chico paté-salame-lácteos
1200986,6,Charcutería colonial/salchichón
1200994,8,Charcutería colonial/salchichón
1200995,12,Básica vienesa-paté
1201002,3,Queso gauda + básicos
1201007,3,Queso gauda + básicos
1201017,9,Mortadelas + básicos
1201020,2,Mortadelas + básicos
1201027,1,Salame laminado + básicos
1201028,11,Básica vienesa-paté
1201035,1,Salame laminado + básicos
1201046,7,Fiambrería tradicional surtida
1201052,2,Mortadelas + básicos
1201056,2,Mortadelas + básicos
1201057,6,Charcutería colonial/salchichón
1201058,11,Básica vienesa-paté
1201063,6,Charcutería colonial/salchichón
1201065,11,Básica vienesa-paté
1201066,13,Formato chico paté-salame-lácteos
1201076,12,Básica vienesa-paté
1201078,1,Salame laminado + básicos
1201080,2,Mortadelas + básicos
1201083,2,Mortadelas + básicos
1201086,10,Sin un comportamiento claro
1201087,9,Mortadelas + básicos
1201090,1,Salame laminado + básicos
1201102,10,Sin un comportamiento claro
1201106,6,Charcutería colonial/salchichón
1201107,3,Queso gauda + básicos
1201108,12,Básica vienesa-paté
1201121,11,Básica vienesa-paté
1201122,12,Básica vienesa-paté
1201123,4,Queso gauda + básicos
1201130,11,Básica vienesa-paté
1201131,6,Charcutería colonial/salchichón
1201132,10,Sin un comportamiento claro
1201133,13,Formato chico paté-salame-lácteos
1201134,10,Sin un comportamiento claro
1201135,11,Básica vienesa-paté
1201136,9,Mortadelas + básicos
1201137,1,Salame laminado + básicos
1201140,3,Queso gauda + básicos
1201163,6,Charcutería colonial/salchichón
1201164,4,Queso gauda + básicos
1201167,13,Formato chico paté-salame-lácteos
1201168,10,Sin un comportamiento claro
1201169,2,Mortadelas + básicos
1201173,1,Salame laminado + básicos
1201184,10,Sin un comportamiento claro
1201188,9,Mortadelas + básicos
1201192,2,Mortadelas + básicos
1201198,13,Formato chico paté-salame-lácteos
1201203,8,Charcutería colonial/salchichón
1201207,10,Sin un comportamiento claro
1201210,9,Mortadelas + básicos
1201211,4,Queso gauda + básicos
1201212,3,Queso gauda + básicos
1201218,7,Fiambrería tradicional surtida
1201226,6,Charcutería colonial/salchichón
1201227,4,Queso gauda + básicos
1201232,7,Fiambrería tradicional surtida
1201236,7,Fiambrería tradicional surtida
1201240,6,Charcutería colonial/salchichón
1201246,10,Sin un comportamiento claro
1201251,11,Básica vienesa-paté
1201254,10,Sin un comportamiento claro
1201256,9,Mortadelas + básicos
1201258,7,Fiambrería tradicional surtida
1201260,6,Charcutería colonial/salchichón
1201270,13,Formato chico paté-salame-lácteos
1201285,6,Charcutería colonial/salchichón
1201288,5,Salame chico / comida rápida
1201291,6,Charcutería colonial/salchichón
1201292,8,Charcutería colonial/salchichón
